date,population,group,variable,value,est,se,rate,lci,uci
2020-08-01,510710,Serious Mental Illness,Any antipsychotic,187490,-1.0020764037743344,0.0023094626632505226,367.116367410076,366.26950414242674,367.9651887369849
2020-09-01,512985,Serious Mental Illness,Any antipsychotic,196595,-0.9591008299374885,0.0022553490536946215,383.23732662748404,382.3739666405629,384.1026359899696
2020-10-01,515900,Serious Mental Illness,Any antipsychotic,197185,-0.9617705738838727,0.002251972395221188,382.2155456483817,381.3557752435179,383.0772544142119
2020-11-01,518740,Serious Mental Illness,Any antipsychotic,193450,-0.9863837131041471,0.002273608231713391,372.92285152484845,372.07593420375434,373.77169659477784
2020-12-01,521330,Serious Mental Illness,Any antipsychotic,199025,-0.9629527935801707,0.0022415384025818814,381.7639498973781,380.9091697121704,382.62064825422124
2021-01-01,523235,Serious Mental Illness,Any antipsychotic,197110,-0.976268745391176,0.002252400790194447,376.7140959607062,375.86653970979773,377.5635633995564
2021-02-01,524935,Serious Mental Illness,Any antipsychotic,194120,-0.9947979208657665,0.0022696811911948,369.79816548715576,368.95979332507784,370.6384426478131
2021-03-01,527000,Serious Mental Illness,Any antipsychotic,204330,-0.9474642146200256,0.0022122486181516926,387.7229601518027,386.86616863633543,388.5816492012506
2021-04-01,529970,Serious Mental Illness,Any antipsychotic,198025,-0.9844271158201854,0.0022471910112358117,373.65322565428227,372.81449822759487,374.4938399810221
2021-05-01,532300,Serious Mental Illness,Any antipsychotic,197175,-0.9931155808946566,0.002252029500428314,370.4208153297015,369.5875553412101,371.25595395885165
2021-06-01,535035,Serious Mental Illness,Any antipsychotic,204245,-0.9630119116806074,0.0022127089025466367,381.7413814049548,380.8976326812609,382.5869991660163
2021-07-01,537750,Serious Mental Illness,Any antipsychotic,204115,-0.9687102076469521,0.0022134134229659917,379.57229195722897,378.7330706656866,380.4133728497165
2021-08-01,540230,Serious Mental Illness,Any antipsychotic,198530,-1.0010547525945594,0.002244331105814478,367.4916239379523,366.66777589492847,368.31732304518897
2021-09-01,542165,Serious Mental Illness,Any antipsychotic,203835,-0.978259540114542,0.002214933140068184,375.9648815397524,375.1330660120865,376.7985415251182
2021-10-01,544705,Serious Mental Illness,Any antipsychotic,203010,-0.9869891248000423,0.0022194291430230094,372.6971479975401,371.87089033509017,373.5252415168493
2021-11-01,546960,Serious Mental Illness,Any antipsychotic,205625,-0.978321552085903,0.002205271385679754,375.9415679391543,375.1134282287128,376.7715359375972
2021-12-01,548885,Serious Mental Illness,Any antipsychotic,204515,-0.9872476253742515,0.002211247814813033,372.60081802199005,371.77781554390424,373.42564237607445
